game_id,filename,winner_team,last_day,n_players,end_reason,total_day_votes,total_night_votes,n_rounds,n_tie_rounds,avg_concentration,tie_rate,avg_night_agreement
74792758,74792758.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74792762,74792762.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74792766,74792766.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74792767,74792767.json,Villagers,4.0,8,Reason: All werewolves exiled.,17,6,8,1,0.8279761904761904,0.125,1.0
74792768,74792768.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",17,5,7,0,0.9107142857142857,0.0,1.0
74792772,74792772.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74792776,74792776.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74792777,74792777.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74792783,74792783.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,5,7,0,0.9226190476190477,0.0,1.0
74792793,74792793.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74792794,74792794.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,1,0.8194444444444443,0.16666666666666666,1.0
74792801,74792801.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74792804,74792804.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74792806,74792806.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.9011904761904761,0.0,1.0
74792844,74792844.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74792845,74792845.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",17,5,7,0,0.9200680272108844,0.0,1.0
74792855,74792855.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74792866,74792866.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74792872,74792872.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74792881,74792881.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,4,6,0,0.9180555555555556,0.0,1.0
74792887,74792887.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74792930,74792930.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74792932,74792932.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74792936,74792936.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74792940,74792940.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74792944,74792944.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74792945,74792945.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74792948,74792948.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74792952,74792952.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9416666666666667,0.0,1.0
74792964,74792964.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74792994,74792994.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74792995,74792995.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8396825396825397,0.0,1.0
74792996,74792996.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,5,7,0,0.9226190476190477,0.0,1.0
74792997,74792997.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793000,74793000.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793010,74793010.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74793011,74793011.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74793022,74793022.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",17,6,7,0,0.9200680272108844,0.0,1.0
74793029,74793029.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793030,74793030.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793032,74793032.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74793041,74793041.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9017857142857143,0.0,1.0
74793043,74793043.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74793081,74793081.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74793086,74793086.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793090,74793090.json,Villagers,2.0,8,Reason: All werewolves exiled.,11,3,4,0,0.9017857142857143,0.0,1.0
74793096,74793096.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,5,7,0,0.9226190476190477,0.0,1.0
74793097,74793097.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8873015873015873,0.0,1.0
74793100,74793100.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9017857142857143,0.0,1.0
74793101,74793101.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74793102,74793102.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793141,74793141.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793160,74793160.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74793161,74793161.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8285714285714285,0.0,1.0
74793163,74793163.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74793164,74793164.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74793166,74793166.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8642857142857143,0.0,1.0
74793167,74793167.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8785714285714286,0.0,1.0
74793169,74793169.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8511904761904762,0.0,1.0
74793171,74793171.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793173,74793173.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9416666666666667,0.0,1.0
74793180,74793180.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793182,74793182.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74793213,74793213.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793217,74793217.json,Villagers,2.0,8,Reason: All werewolves exiled.,11,3,4,0,0.8660714285714286,0.0,1.0
74793220,74793220.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793229,74793229.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8873015873015873,0.0,1.0
74793231,74793231.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9166666666666666,0.0,1.0
74793232,74793232.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793240,74793240.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8472222222222222,0.0,1.0
74793246,74793246.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",18,6,6,1,0.8261904761904763,0.16666666666666666,1.0
74793247,74793247.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9416666666666667,0.0,1.0
74793251,74793251.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74793253,74793253.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8785714285714286,0.0,1.0
74793255,74793255.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,5,6,0,0.942857142857143,0.0,1.0
74793260,74793260.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793261,74793261.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8396825396825397,0.0,1.0
74793270,74793270.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793326,74793326.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.9011904761904761,0.0,1.0
74793332,74793332.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74793336,74793336.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793344,74793344.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.8958333333333334,0.0,1.0
74793351,74793351.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793357,74793357.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74793363,74793363.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74793366,74793366.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793368,74793368.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793401,74793401.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793405,74793405.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793409,74793409.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793427,74793427.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,4,6,0,0.9067460317460317,0.0,1.0
74793434,74793434.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8785714285714286,0.0,1.0
74793438,74793438.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8357142857142857,0.0,1.0
74793445,74793445.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793455,74793455.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793456,74793456.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8511904761904762,0.0,1.0
74793458,74793458.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,5,6,0,0.9180555555555556,0.0,1.0
74793463,74793463.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793466,74793466.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",16,5,7,0,0.9438775510204083,0.0,1.0
74793468,74793468.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8634920634920635,0.0,1.0
74793506,74793506.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793518,74793518.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793524,74793524.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74793526,74793526.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8511904761904762,0.0,1.0
74793527,74793527.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793531,74793531.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793532,74793532.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",17,6,7,0,0.9200680272108844,0.0,1.0
74793534,74793534.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793549,74793549.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.8916666666666666,0.0,1.0
74793556,74793556.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9416666666666667,0.0,1.0
74793559,74793559.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74793560,74793560.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793572,74793572.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9380952380952381,0.0,1.0
74793577,74793577.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793617,74793617.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793625,74793625.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.861111111111111,0.0,1.0
74793628,74793628.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8888888888888888,0.0,1.0
74793630,74793630.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793634,74793634.json,Villagers,4.0,8,Reason: All werewolves exiled.,20,6,8,0,0.8883928571428571,0.0,1.0
74793636,74793636.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793637,74793637.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8285714285714285,0.0,1.0
74793644,74793644.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8634920634920635,0.0,1.0
74793651,74793651.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74793653,74793653.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74793655,74793655.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793658,74793658.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74793668,74793668.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9095238095238095,0.0,1.0
74793669,74793669.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793670,74793670.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8873015873015873,0.0,1.0
74793676,74793676.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74793678,74793678.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74793683,74793683.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793685,74793685.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793687,74793687.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793690,74793690.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74793693,74793693.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.8773809523809524,0.0,1.0
74793694,74793694.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74793699,74793699.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.8958333333333334,0.0,1.0
74793707,74793707.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,4,6,0,0.9067460317460317,0.0,1.0
74793744,74793744.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793750,74793750.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74793765,74793765.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74793766,74793766.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793772,74793772.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793778,74793778.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8873015873015873,0.0,1.0
74793779,74793779.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.844047619047619,0.0,1.0
74793780,74793780.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793781,74793781.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,4,6,0,0.8873015873015873,0.0,1.0
74793784,74793784.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793815,74793815.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793816,74793816.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8539682539682539,0.0,1.0
74793817,74793817.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793821,74793821.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793822,74793822.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793825,74793825.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74793829,74793829.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8873015873015873,0.0,1.0
74793832,74793832.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74793838,74793838.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8873015873015873,0.0,1.0
74793850,74793850.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793855,74793855.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.9142857142857143,0.0,1.0
74793857,74793857.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8785714285714286,0.0,1.0
74793861,74793861.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74793863,74793863.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,5,6,0,0.8202380952380951,0.0,1.0
74793878,74793878.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",11,6,5,1,0.8714285714285713,0.2,1.0
74793884,74793884.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.915079365079365,0.0,1.0
74793887,74793887.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",13,6,5,0,0.9047619047619048,0.0,1.0
74793896,74793896.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793908,74793908.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8785714285714286,0.0,1.0
74793943,74793943.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793944,74793944.json,Villagers,3.0,8,Reason: All werewolves exiled.,19,5,6,0,0.9180555555555556,0.0,1.0
74793947,74793947.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.8869047619047619,0.0,1.0
74793949,74793949.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793967,74793967.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,5,6,0,0.8301587301587302,0.0,1.0
74793969,74793969.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",14,6,5,0,0.9083333333333332,0.0,1.0
74793981,74793981.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.8428571428571429,0.0,1.0
74793983,74793983.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8674603174603175,0.0,1.0
74793989,74793989.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8642857142857143,0.0,1.0
74793990,74793990.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74793997,74793997.json,Villagers,3.0,8,Reason: All werewolves exiled.,16,4,6,0,0.9011904761904761,0.0,1.0
74793998,74793998.json,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",15,5,6,0,0.8873015873015873,0.0,1.0
74794003,74794003.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74794004,74794004.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74794005,74794005.json,Villagers,3.0,8,Reason: All werewolves exiled.,18,5,6,0,0.8819444444444443,0.0,1.0
74794006,74794006.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8634920634920635,0.0,1.0
74794024,74794024.json,Villagers,2.0,8,Reason: All werewolves exiled.,13,3,4,0,0.9226190476190477,0.0,1.0
74794027,74794027.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.9270833333333334,0.0,1.0
74794029,74794029.json,Villagers,3.0,8,Reason: All werewolves exiled.,17,5,6,0,0.9067460317460317,0.0,1.0
74794033,74794033.json,Villagers,3.0,8,Reason: All werewolves exiled.,15,4,6,0,0.8873015873015873,0.0,1.0
74794036,74794036.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8428571428571429,0.0,1.0
74794040,74794040.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.8705357142857143,0.0,1.0
74794044,74794044.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74794049,74794049.json,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",18,5,8,0,0.9008928571428572,0.0,1.0
74794051,74794051.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74794053,74794053.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8785714285714286,0.0,1.0
74794059,74794059.json,Villagers,2.0,8,Reason: All werewolves exiled.,12,3,4,0,0.9142857142857143,0.0,1.0
74794060,74794060.json,Villagers,2.0,8,Reason: All werewolves exiled.,15,3,4,0,0.9330357142857143,0.0,1.0
74794061,74794061.json,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",12,4,4,0,0.8785714285714286,0.0,1.0
74794064,74794064.json,Villagers,2.0,8,Reason: All werewolves exiled.,14,3,4,0,0.8229166666666666,0.0,1.0
